Q6 | 0 | Маркер уничтожен из конечной очереди | 
P6 | 3716 | Маркер покинул позицию | Маркер #1857
P5 | 3716 | Маркер покинул позицию | Маркер #1857
Q2 | 3716 | Позиция маркирована | Маркер #1858
Q5 | 3716 | Позиция маркирована | Маркер #1858
Q6 | 3716 | Маркер уничтожен из конечной очереди | 
P6 | 3717 | Позиция маркирована | Маркер #1858
P5 | 3717 | Позиция маркирована | Маркер #1858
Q6 | 3717 | Маркер уничтожен из конечной очереди | 
Q6 | 3718 | Позиция маркирована | Маркер #1858
P6 | 3718 | Маркер покинул позицию | Маркер #1858
P5 | 3718 | Маркер покинул позицию | Маркер #1858
Q2 | 3718 | Позиция маркирована | Маркер #1859
Q5 | 3718 | Позиция маркирована | Маркер #1859
Q6 | 3718 | Маркер уничтожен из конечной очереди | 
P6 | 3719 | Позиция маркирована | Маркер #1859
P5 | 3719 | Позиция маркирована | Маркер #1859
Q6 | 3719 | Маркер уничтожен из конечной очереди | 
Q6 | 3720 | Позиция маркирована | Маркер #1859
P6 | 3720 | Маркер покинул позицию | Маркер #1859
P5 | 3720 | Маркер покинул позицию | Маркер #1859
Q2 | 3720 | Позиция маркирована | Маркер #1860
Q5 | 3720 | Позиция маркирована | Маркер #1860
Q6 | 3720 | Маркер уничтожен из конечной очереди | 
P6 | 3721 | Позиция маркирована | Маркер #1860
P5 | 3721 | Позиция маркирована | Маркер #1860
Q6 | 3721 | Маркер уничтожен из конечной очереди | 
Q6 | 3722 | Позиция маркирована | Маркер #1860
P6 | 3722 | Маркер покинул позицию | Маркер #1860
P5 | 3722 | Маркер покинул позицию | Маркер #1860
Q2 | 3722 | Позиция маркирована | Маркер #1861
Q5 | 3722 | Позиция маркирована | Маркер #1861
Q6 | 3722 | Маркер уничтожен из конечной очереди | 
P6 | 3723 | Позиция маркирована | Маркер #1861
P5 | 3723 | Позиция маркирована | Маркер #1861
Q6 | 3723 | Маркер уничтожен из конечной очереди | 
Q6 | 3724 | Позиция маркирована | Маркер #1861
P6 | 3724 | Маркер покинул позицию | Маркер #1861
P5 | 3724 | Маркер покинул позицию | Маркер #1861
Q2 | 3724 | Позиция маркирована | Маркер #1862
Q5 | 3724 | Позиция маркирована | Маркер #1862
Q6 | 3724 | Маркер уничтожен из конечной очереди | 
P6 | 3725 | Позиция маркирована | Маркер #1862
P5 | 3725 | Позиция маркирована | Маркер #1862
Q6 | 3725 | Маркер уничтожен из конечной очереди | 
Q6 | 3726 | Позиция маркирована | Маркер #1862
P6 | 3726 | Маркер покинул позицию | Маркер #1862
P5 | 3726 | Маркер покинул позицию | Маркер #1862
Q2 | 3726 | Позиция маркирована | Маркер #1863
Q5 | 3726 | Позиция маркирована | Маркер #1863
Q6 | 3726 | Маркер уничтожен из конечной очереди | 
P6 | 3727 | Позиция маркирована | Маркер #1863
P5 | 3727 | Позиция маркирована | Маркер #1863
Q6 | 3727 | Маркер уничтожен из конечной очереди | 
Q6 | 3728 | Позиция маркирована | Маркер #1863
P6 | 3728 | Маркер покинул позицию | Маркер #1863
P5 | 3728 | Маркер покинул позицию | Маркер #1863
Q2 | 3728 | Позиция маркирована | Маркер #1864
Q5 | 3728 | Позиция маркирована | Маркер #1864
Q6 | 3728 | Маркер уничтожен из конечной очереди | 
P6 | 3729 | Позиция маркирована | Маркер #1864
P5 | 3729 | Позиция маркирована | Маркер #1864
Q6 | 3729 | Маркер уничтожен из конечной очереди | 
Q6 | 3730 | Позиция маркирована | Маркер #1864
P6 | 3730 | Маркер покинул позицию | Маркер #1864
P5 | 3730 | Маркер покинул позицию | Маркер #1864
Q2 | 3730 | Позиция маркирована | Маркер #1865
Q5 | 3730 | Позиция маркирована | Маркер #1865
Q6 | 3730 | Маркер уничтожен из конечной очереди | 
P6 | 3731 | Позиция маркирована | Маркер #1865
P5 | 3731 | Позиция маркирована | Маркер #1865
Q6 | 3731 | Маркер уничтожен из конечной очереди | 
Q6 | 3732 | Позиция маркирована | Маркер #1865
P6 | 3732 | Маркер покинул позицию | Маркер #1865
P5 | 3732 | Маркер покинул позицию | Маркер #1865
Q2 | 3732 | Позиция маркирована | Маркер #1866
Q5 | 3732 | Позиция маркирована | Маркер #1866
Q6 | 3732 | Маркер уничтожен из конечной очереди | 
P6 | 3733 | Позиция маркирована | Маркер #1866
P5 | 3733 | Позиция маркирована | Маркер #1866
Q6 | 3733 | Маркер уничтожен из конечной очереди | 
Q6 | 3734 | Позиция маркирована | Маркер #1866
P6 | 3734 | Маркер покинул позицию | Маркер #1866
P5 | 3734 | Маркер покинул позицию | Маркер #1866
Q2 | 3734 | Позиция маркирована | Маркер #1867
Q5 | 3734 | Позиция маркирована | Маркер #1867
Q6 | 3734 | Маркер уничтожен из конечной очереди | 
P6 | 3735 | Позиция маркирована | Маркер #1867
P5 | 3735 | Позиция маркирована | Маркер #1867
Q6 | 3735 | Маркер уничтожен из конечной очереди | 
Q6 | 3736 | Позиция маркирована | Маркер #1867
P6 | 3736 | Маркер покинул позицию | Маркер #1867
P5 | 3736 | Маркер покинул позицию | Маркер #1867
Q2 | 3736 | Позиция маркирована | Маркер #1868
Q5 | 3736 | Позиция маркирована | Маркер #1868
Q6 | 3736 | Маркер уничтожен из конечной очереди | 
P6 | 3737 | Позиция маркирована | Маркер #1868
P5 | 3737 | Позиция маркирована | Маркер #1868
Q6 | 3737 | Маркер уничтожен из конечной очереди | 
Q6 | 3738 | Позиция маркирована | Маркер #1868
P6 | 3738 | Маркер покинул позицию | Маркер #1868
P5 | 3738 | Маркер покинул позицию | Маркер #1868
Q2 | 3738 | Позиция маркирована | Маркер #1869
Q5 | 3738 | Позиция маркирована | Маркер #1869
Q6 | 3738 | Маркер уничтожен из конечной очереди | 
P6 | 3739 | Позиция маркирована | Маркер #1869
P5 | 3739 | Позиция маркирована | Маркер #1869
Q6 | 3739 | Маркер уничтожен из конечной очереди | 
Q6 | 3740 | Позиция маркирована | Маркер #1869
P6 | 3740 | Маркер покинул позицию | Маркер #1869
P5 | 3740 | Маркер покинул позицию | Маркер #1869
Q2 | 3740 | Позиция маркирована | Маркер #1870
Q5 | 3740 | Позиция маркирована | Маркер #1870
Q6 | 3740 | Маркер уничтожен из конечной очереди | 
P6 | 3741 | Позиция маркирована | Маркер #1870
P5 | 3741 | Позиция маркирована | Маркер #1870
Q6 | 3741 | Маркер уничтожен из конечной очереди | 
Q6 | 3742 | Позиция маркирована | Маркер #1870
P6 | 3742 | Маркер покинул позицию | Маркер #1870
P5 | 3742 | Маркер покинул позицию | Маркер #1870
Q2 | 3742 | Позиция маркирована | Маркер #1871
Q5 | 3742 | Позиция маркирована | Маркер #1871
Q6 | 3742 | Маркер уничтожен из конечной очереди | 
P6 | 3743 | Позиция маркирована | Маркер #1871
P5 | 3743 | Позиция маркирована | Маркер #1871
Q6 | 3743 | Маркер уничтожен из конечной очереди | 
Q6 | 3744 | Позиция маркирована | Маркер #1871
P6 | 3744 | Маркер покинул позицию | Маркер #1871
P5 | 3744 | Маркер покинул позицию | Маркер #1871
Q2 | 3744 | Позиция маркирована | Маркер #1872
Q5 | 3744 | Позиция маркирована | Маркер #1872
Q6 | 3744 | Маркер уничтожен из конечной очереди | 
P6 | 3745 | Позиция маркирована | Маркер #1872
P5 | 3745 | Позиция маркирована | Маркер #1872
Q6 | 3745 | Маркер уничтожен из конечной очереди | 
Q6 | 3746 | Позиция маркирована | Маркер #1872
P6 | 3746 | Маркер покинул позицию | Маркер #1872
P5 | 3746 | Маркер покинул позицию | Маркер #1872
Q2 | 3746 | Позиция маркирована | Маркер #1873
Q5 | 3746 | Позиция маркирована | Маркер #1873
Q6 | 3746 | Маркер уничтожен из конечной очереди | 
P6 | 3747 | Позиция маркирована | Маркер #1873
P5 | 3747 | Позиция маркирована | Маркер #1873
Q6 | 3747 | Маркер уничтожен из конечной очереди | 
Q6 | 3748 | Позиция маркирована | Маркер #1873
P6 | 3748 | Маркер покинул позицию | Маркер #1873
P5 | 3748 | Маркер покинул позицию | Маркер #1873
Q2 | 3748 | Позиция маркирована | Маркер #1874
Q5 | 3748 | Позиция маркирована | Маркер #1874
Q6 | 3748 | Маркер уничтожен из конечной очереди | 
P6 | 3749 | Позиция маркирована | Маркер #1874
P5 | 3749 | Позиция маркирована | Маркер #1874
Q6 | 3749 | Маркер уничтожен из конечной очереди | 
Q6 | 3750 | Позиция маркирована | Маркер #1874
P6 | 3750 | Маркер покинул позицию | Маркер #1874
P5 | 3750 | Маркер покинул позицию | Маркер #1874
Q2 | 3750 | Позиция маркирована | Маркер #1875
Q5 | 3750 | Позиция маркирована | Маркер #1875
Q6 | 3750 | Маркер уничтожен из конечной очереди | 
P6 | 3751 | Позиция маркирована | Маркер #1875
P5 | 3751 | Позиция маркирована | Маркер #1875
Q6 | 3751 | Маркер уничтожен из конечной очереди | 
Q6 | 3752 | Позиция маркирована | Маркер #1875
P6 | 3752 | Маркер покинул позицию | Маркер #1875
P5 | 3752 | Маркер покинул позицию | Маркер #1875
Q2 | 3752 | Позиция маркирована | Маркер #1876
Q5 | 3752 | Позиция маркирована | Маркер #1876
Q6 | 3752 | Маркер уничтожен из конечной очереди | 
P6 | 3753 | Позиция маркирована | Маркер #1876
P5 | 3753 | Позиция маркирована | Маркер #1876
Q6 | 3753 | Маркер уничтожен из конечной очереди | 
Q6 | 3754 | Позиция маркирована | Маркер #1876
P6 | 3754 | Маркер покинул позицию | Маркер #1876
P5 | 3754 | Маркер покинул позицию | Маркер #1876
Q2 | 3754 | Позиция маркирована | Маркер #1877
Q5 | 3754 | Позиция маркирована | Маркер #1877
Q6 | 3754 | Маркер уничтожен из конечной очереди | 
P6 | 3755 | Позиция маркирована | Маркер #1877
P5 | 3755 | Позиция маркирована | Маркер #1877
Q6 | 3755 | Маркер уничтожен из конечной очереди | 
Q6 | 3756 | Позиция маркирована | Маркер #1877
P6 | 3756 | Маркер покинул позицию | Маркер #1877
P5 | 3756 | Маркер покинул позицию | Маркер #1877
Q2 | 3756 | Позиция маркирована | Маркер #1878
Q5 | 3756 | Позиция маркирована | Маркер #1878
Q6 | 3756 | Маркер уничтожен из конечной очереди | 
P6 | 3757 | Позиция маркирована | Маркер #1878
P5 | 3757 | Позиция маркирована | Маркер #1878
Q6 | 3757 | Маркер уничтожен из конечной очереди | 
Q6 | 3758 | Позиция маркирована | Маркер #1878
P6 | 3758 | Маркер покинул позицию | Маркер #1878
P5 | 3758 | Маркер покинул позицию | Маркер #1878
Q2 | 3758 | Позиция маркирована | Маркер #1879
Q5 | 3758 | Позиция маркирована | Маркер #1879
Q6 | 3758 | Маркер уничтожен из конечной очереди | 
P6 | 3759 | Позиция маркирована | Маркер #1879
P5 | 3759 | Позиция маркирована | Маркер #1879
Q6 | 3759 | Маркер уничтожен из конечной очереди | 
Q6 | 3760 | Позиция маркирована | Маркер #1879
P6 | 3760 | Маркер покинул позицию | Маркер #1879
P5 | 3760 | Маркер покинул позицию | Маркер #1879
Q2 | 3760 | Позиция маркирована | Маркер #1880
Q5 | 3760 | Позиция маркирована | Маркер #1880
Q6 | 3760 | Маркер уничтожен из конечной очереди | 
P6 | 3761 | Позиция маркирована | Маркер #1880
P5 | 3761 | Позиция маркирована | Маркер #1880
Q6 | 3761 | Маркер уничтожен из конечной очереди | 
Q6 | 3762 | Позиция маркирована | Маркер #1880
P6 | 3762 | Маркер покинул позицию | Маркер #1880
P5 | 3762 | Маркер покинул позицию | Маркер #1880
Q2 | 3762 | Позиция маркирована | Маркер #1881
Q5 | 3762 | Позиция маркирована | Маркер #1881
Q6 | 3762 | Маркер уничтожен из конечной очереди | 
P6 | 3763 | Позиция маркирована | Маркер #1881
P5 | 3763 | Позиция маркирована | Маркер #1881
Q6 | 3763 | Маркер уничтожен из конечной очереди | 
Q6 | 3764 | Позиция маркирована | Маркер #1881
P6 | 3764 | Маркер покинул позицию | Маркер #1881
P5 | 3764 | Маркер покинул позицию | Маркер #1881
Q2 | 3764 | Позиция маркирована | Маркер #1882
Q5 | 3764 | Позиция маркирована | Маркер #1882
Q6 | 3764 | Маркер уничтожен из конечной очереди | 
P6 | 3765 | Позиция маркирована | Маркер #1882
P5 | 3765 | Позиция маркирована | Маркер #1882
Q6 | 3765 | Маркер уничтожен из конечной очереди | 
Q6 | 3766 | Позиция маркирована | Маркер #1882
P6 | 3766 | Маркер покинул позицию | Маркер #1882
P5 | 3766 | Маркер покинул позицию | Маркер #1882
Q2 | 3766 | Позиция маркирована | Маркер #1883
Q5 | 3766 | Позиция маркирована | Маркер #1883
Q6 | 3766 | Маркер уничтожен из конечной очереди | 
P6 | 3767 | Позиция маркирована | Маркер #1883
P5 | 3767 | Позиция маркирована | Маркер #1883
Q6 | 3767 | Маркер уничтожен из конечной очереди | 
Q6 | 3768 | Позиция маркирована | Маркер #1883
P6 | 3768 | Маркер покинул позицию | Маркер #1883
P5 | 3768 | Маркер покинул позицию | Маркер #1883
Q2 | 3768 | Позиция маркирована | Маркер #1884
Q5 | 3768 | Позиция маркирована | Маркер #1884
Q6 | 3768 | Маркер уничтожен из конечной очереди | 
P6 | 3769 | Позиция маркирована | Маркер #1884
P5 | 3769 | Позиция маркирована | Маркер #1884
Q6 | 3769 | Маркер уничтожен из конечной очереди | 
Q6 | 3770 | Позиция маркирована | Маркер #1884
P6 | 3770 | Маркер покинул позицию | Маркер #1884
P5 | 3770 | Маркер покинул позицию | Маркер #1884
Q2 | 3770 | Позиция маркирована | Маркер #1885
Q5 | 3770 | Позиция маркирована | Маркер #1885
Q6 | 3770 | Маркер уничтожен из конечной очереди | 
P6 | 3771 | Позиция маркирована | Маркер #1885
P5 | 3771 | Позиция маркирована | Маркер #1885
Q6 | 3771 | Маркер уничтожен из конечной очереди | 
Q6 | 3772 | Позиция маркирована | Маркер #1885
P6 | 3772 | Маркер покинул позицию | Маркер #1885
P5 | 3772 | Маркер покинул позицию | Маркер #1885
Q2 | 3772 | Позиция маркирована | Маркер #1886
Q5 | 3772 | Позиция маркирована | Маркер #1886
Q6 | 3772 | Маркер уничтожен из конечной очереди | 
P6 | 3773 | Позиция маркирована | Маркер #1886
P5 | 3773 | Позиция маркирована | Маркер #1886
Q6 | 3773 | Маркер уничтожен из конечной очереди | 
Q6 | 3774 | Позиция маркирована | Маркер #1886
P6 | 3774 | Маркер покинул позицию | Маркер #1886
P5 | 3774 | Маркер покинул позицию | Маркер #1886
Q2 | 3774 | Позиция маркирована | Маркер #1887
Q5 | 3774 | Позиция маркирована | Маркер #1887
Q6 | 3774 | Маркер уничтожен из конечной очереди | 
P6 | 3775 | Позиция маркирована | Маркер #1887
P5 | 3775 | Позиция маркирована | Маркер #1887
Q6 | 3775 | Маркер уничтожен из конечной очереди | 
Q6 | 3776 | Позиция маркирована | Маркер #1887
P6 | 3776 | Маркер покинул позицию | Маркер #1887
P5 | 3776 | Маркер покинул позицию | Маркер #1887
Q2 | 3776 | Позиция маркирована | Маркер #1888
Q5 | 3776 | Позиция маркирована | Маркер #1888
Q6 | 3776 | Маркер уничтожен из конечной очереди | 
P6 | 3777 | Позиция маркирована | Маркер #1888
P5 | 3777 | Позиция маркирована | Маркер #1888
Q6 | 3777 | Маркер уничтожен из конечной очереди | 
Q6 | 3778 | Позиция маркирована | Маркер #1888
P6 | 3778 | Маркер покинул позицию | Маркер #1888
P5 | 3778 | Маркер покинул позицию | Маркер #1888
Q2 | 3778 | Позиция маркирована | Маркер #1889
Q5 | 3778 | Позиция маркирована | Маркер #1889
Q6 | 3778 | Маркер уничтожен из конечной очереди | 
P6 | 3779 | Позиция маркирована | Маркер #1889
P5 | 3779 | Позиция маркирована | Маркер #1889
Q6 | 3779 | Маркер уничтожен из конечной очереди | 
Q6 | 3780 | Позиция маркирована | Маркер #1889
P6 | 3780 | Маркер покинул позицию | Маркер #1889
P5 | 3780 | Маркер покинул позицию | Маркер #1889
Q2 | 3780 | Позиция маркирована | Маркер #1890
Q5 | 3780 | Позиция маркирована | Маркер #1890
Q6 | 3780 | Маркер уничтожен из конечной очереди | 
P6 | 3781 | Позиция маркирована | Маркер #1890
P5 | 3781 | Позиция маркирована | Маркер #1890
Q6 | 3781 | Маркер уничтожен из конечной очереди | 
Q6 | 3782 | Позиция маркирована | Маркер #1890
P6 | 3782 | Маркер покинул позицию | Маркер #1890
P5 | 3782 | Маркер покинул позицию | Маркер #1890
Q2 | 3782 | Позиция маркирована | Маркер #1891
Q5 | 3782 | Позиция маркирована | Маркер #1891
Q6 | 3782 | Маркер уничтожен из конечной очереди | 
P6 | 3783 | Позиция маркирована | Маркер #1891
P5 | 3783 | Позиция маркирована | Маркер #1891
Q6 | 3783 | Маркер уничтожен из конечной очереди | 
Q6 | 3784 | Позиция маркирована | Маркер #1891
P6 | 3784 | Маркер покинул позицию | Маркер #1891
P5 | 3784 | Маркер покинул позицию | Маркер #1891
Q2 | 3784 | Позиция маркирована | Маркер #1892
Q5 | 3784 | Позиция маркирована | Маркер #1892
Q6 | 3784 | Маркер уничтожен из конечной очереди | 
P6 | 3785 | Позиция маркирована | Маркер #1892
P5 | 3785 | Позиция маркирована | Маркер #1892
Q6 | 3785 | Маркер уничтожен из конечной очереди | 
Q6 | 3786 | Позиция маркирована | Маркер #1892
P6 | 3786 | Маркер покинул позицию | Маркер #1892
P5 | 3786 | Маркер покинул позицию | Маркер #1892
Q2 | 3786 | Позиция маркирована | Маркер #1893
Q5 | 3786 | Позиция маркирована | Маркер #1893
Q6 | 3786 | Маркер уничтожен из конечной очереди | 
P6 | 3787 | Позиция маркирована | Маркер #1893
P5 | 3787 | Позиция маркирована | Маркер #1893
Q6 | 3787 | Маркер уничтожен из конечной очереди | 
Q6 | 3788 | Позиция маркирована | Маркер #1893
P6 | 3788 | Маркер покинул позицию | Маркер #1893
P5 | 3788 | Маркер покинул позицию | Маркер #1893
Q2 | 3788 | Позиция маркирована | Маркер #1894
Q5 | 3788 | Позиция маркирована | Маркер #1894
Q6 | 3788 | Маркер уничтожен из конечной очереди | 
P6 | 3789 | Позиция маркирована | Маркер #1894
P5 | 3789 | Позиция маркирована | Маркер #1894
Q6 | 3789 | Маркер уничтожен из конечной очереди | 
Q6 | 3790 | Позиция маркирована | Маркер #1894
P6 | 3790 | Маркер покинул позицию | Маркер #1894
P5 | 3790 | Маркер покинул позицию | Маркер #1894
Q2 | 3790 | Позиция маркирована | Маркер #1895
Q5 | 3790 | Позиция маркирована | Маркер #1895
Q6 | 3790 | Маркер уничтожен из конечной очереди | 
P6 | 3791 | Позиция маркирована | Маркер #1895
P5 | 3791 | Позиция маркирована | Маркер #1895
Q6 | 3791 | Маркер уничтожен из конечной очереди | 
Q6 | 3792 | Позиция маркирована | Маркер #1895
P6 | 3792 | Маркер покинул позицию | Маркер #1895
P5 | 3792 | Маркер покинул позицию | Маркер #1895
Q2 | 3792 | Позиция маркирована | Маркер #1896
Q5 | 3792 | Позиция маркирована | Маркер #1896
Q6 | 3792 | Маркер уничтожен из конечной очереди | 
P6 | 3793 | Позиция маркирована | Маркер #1896
P5 | 3793 | Позиция маркирована | Маркер #1896
Q6 | 3793 | Маркер уничтожен из конечной очереди | 
Q6 | 3794 | Позиция маркирована | Маркер #1896
P6 | 3794 | Маркер покинул позицию | Маркер #1896
P5 | 3794 | Маркер покинул позицию | Маркер #1896
Q2 | 3794 | Позиция маркирована | Маркер #1897
Q5 | 3794 | Позиция маркирована | Маркер #1897
Q6 | 3794 | Маркер уничтожен из конечной очереди | 
P6 | 3795 | Позиция маркирована | Маркер #1897
P5 | 3795 | Позиция маркирована | Маркер #1897
Q6 | 3795 | Маркер уничтожен из конечной очереди | 
Q6 | 3796 | Позиция маркирована | Маркер #1897
P6 | 3796 | Маркер покинул позицию | Маркер #1897
P5 | 3796 | Маркер покинул позицию | Маркер #1897
Q2 | 3796 | Позиция маркирована | Маркер #1898
Q5 | 3796 | Позиция маркирована | Маркер #1898
Q6 | 3796 | Маркер уничтожен из конечной очереди | 
P6 | 3797 | Позиция маркирована | Маркер #1898
P5 | 3797 | Позиция маркирована | Маркер #1898
Q6 | 3797 | Маркер уничтожен из конечной очереди | 
Q6 | 3798 | Позиция маркирована | Маркер #1898
P6 | 3798 | Маркер покинул позицию | Маркер #1898
P5 | 3798 | Маркер покинул позицию | Маркер #1898
Q2 | 3798 | Позиция маркирована | Маркер #1899
Q5 | 3798 | Позиция маркирована | Маркер #1899
Q6 | 3798 | Маркер уничтожен из конечной очереди | 
P6 | 3799 | Позиция маркирована | Маркер #1899
P5 | 3799 | Позиция маркирована | Маркер #1899
Q6 | 3799 | Маркер уничтожен из конечной очереди | 
Q6 | 3800 | Позиция маркирована | Маркер #1899
P6 | 3800 | Маркер покинул позицию | Маркер #1899
P5 | 3800 | Маркер покинул позицию | Маркер #1899
Q2 | 3800 | Позиция маркирована | Маркер #1900
Q5 | 3800 | Позиция маркирована | Маркер #1900
Q6 | 3800 | Маркер уничтожен из конечной очереди | 
P6 | 3801 | Позиция маркирована | Маркер #1900
P5 | 3801 | Позиция маркирована | Маркер #1900
Q6 | 3801 | Маркер уничтожен из конечной очереди | 
Q6 | 3802 | Позиция маркирована | Маркер #1900
P6 | 3802 | Маркер покинул позицию | Маркер #1900
P5 | 3802 | Маркер покинул позицию | Маркер #1900
Q2 | 3802 | Позиция маркирована | Маркер #1901
Q5 | 3802 | Позиция маркирована | Маркер #1901
Q6 | 3802 | Маркер уничтожен из конечной очереди | 
P6 | 3803 | Позиция маркирована | Маркер #1901
P5 | 3803 | Позиция маркирована | Маркер #1901
Q6 | 3803 | Маркер уничтожен из конечной очереди | 
Q6 | 3804 | Позиция маркирована | Маркер #1901
P6 | 3804 | Маркер покинул позицию | Маркер #1901
P5 | 3804 | Маркер покинул позицию | Маркер #1901
Q2 | 3804 | Позиция маркирована | Маркер #1902
Q5 | 3804 | Позиция маркирована | Маркер #1902
Q6 | 3804 | Маркер уничтожен из конечной очереди | 
P6 | 3805 | Позиция маркирована | Маркер #1902
P5 | 3805 | Позиция маркирована | Маркер #1902
Q6 | 3805 | Маркер уничтожен из конечной очереди | 
Q6 | 3806 | Позиция маркирована | Маркер #1902
P6 | 3806 | Маркер покинул позицию | Маркер #1902
P5 | 3806 | Маркер покинул позицию | Маркер #1902
Q2 | 3806 | Позиция маркирована | Маркер #1903
Q5 | 3806 | Позиция маркирована | Маркер #1903
Q6 | 3806 | Маркер уничтожен из конечной очереди | 
P6 | 3807 | Позиция маркирована | Маркер #1903
P5 | 3807 | Позиция маркирована | Маркер #1903
Q6 | 3807 | Маркер уничтожен из конечной очереди | 
Q6 | 3808 | Позиция маркирована | Маркер #1903
P6 | 3808 | Маркер покинул позицию | Маркер #1903
P5 | 3808 | Маркер покинул позицию | Маркер #1903
Q2 | 3808 | Позиция маркирована | Маркер #1904
Q5 | 3808 | Позиция маркирована | Маркер #1904
Q6 | 3808 | Маркер уничтожен из конечной очереди | 
P6 | 3809 | Позиция маркирована | Маркер #1904
P5 | 3809 | Позиция маркирована | Маркер #1904
Q6 | 3809 | Маркер уничтожен из конечной очереди | 
Q6 | 3810 | Позиция маркирована | Маркер #1904
P6 | 3810 | Маркер покинул позицию | Маркер #1904
P5 | 3810 | Маркер покинул позицию | Маркер #1904
Q2 | 3810 | Позиция маркирована | Маркер #1905
Q5 | 3810 | Позиция маркирована | Маркер #1905
Q6 | 3810 | Маркер уничтожен из конечной очереди | 
P6 | 3811 | Позиция маркирована | Маркер #1905
P5 | 3811 | Позиция маркирована | Маркер #1905
Q6 | 3811 | Маркер уничтожен из конечной очереди | 
Q6 | 3812 | Позиция маркирована | Маркер #1905
P6 | 3812 | Маркер покинул позицию | Маркер #1905
P5 | 3812 | Маркер покинул позицию | Маркер #1905
Q2 | 3812 | Позиция маркирована | Маркер #1906
Q5 | 3812 | Позиция маркирована | Маркер #1906
Q6 | 3812 | Маркер уничтожен из конечной очереди | 
P6 | 3813 | Позиция маркирована | Маркер #1906
P5 | 3813 | Позиция маркирована | Маркер #1906
Q6 | 3813 | Маркер уничтожен из конечной очереди | 
Q6 | 3814 | Позиция маркирована | Маркер #1906
P6 | 3814 | Маркер покинул позицию | Маркер #1906
P5 | 3814 | Маркер покинул позицию | Маркер #1906
Q2 | 3814 | Позиция маркирована | Маркер #1907
Q5 | 3814 | Позиция маркирована | Маркер #1907
Q6 | 3814 | Маркер уничтожен из конечной очереди | 
P6 | 3815 | Позиция маркирована | Маркер #1907
P5 | 3815 | Позиция маркирована | Маркер #1907
Q6 | 3815 | Маркер уничтожен из конечной очереди | 
Q6 | 3816 | Позиция маркирована | Маркер #1907
P6 | 3816 | Маркер покинул позицию | Маркер #1907
P5 | 3816 | Маркер покинул позицию | Маркер #1907
Q2 | 3816 | Позиция маркирована | Маркер #1908
Q5 | 3816 | Позиция маркирована | Маркер #1908
Q6 | 3816 | Маркер уничтожен из конечной очереди | 
P6 | 3817 | Позиция маркирована | Маркер #1908
P5 | 3817 | Позиция маркирована | Маркер #1908
Q6 | 3817 | Маркер уничтожен из конечной очереди | 
Q6 | 3818 | Позиция маркирована | Маркер #1908
P6 | 3818 | Маркер покинул позицию | Маркер #1908
P5 | 3818 | Маркер покинул позицию | Маркер #1908
Q2 | 3818 | Позиция маркирована | Маркер #1909
Q5 | 3818 | Позиция маркирована | Маркер #1909
Q6 | 3818 | Маркер уничтожен из конечной очереди | 
P6 | 3819 | Позиция маркирована | Маркер #1909
P5 | 3819 | Позиция маркирована | Маркер #1909
Q6 | 3819 | Маркер уничтожен из конечной очереди | 
Q6 | 3820 | Позиция маркирована | Маркер #1909
P6 | 3820 | Маркер покинул позицию | Маркер #1909
P5 | 3820 | Маркер покинул позицию | Маркер #1909
Q2 | 3820 | Позиция маркирована | Маркер #1910
Q5 | 3820 | Позиция маркирована | Маркер #1910
Q6 | 3820 | Маркер уничтожен из конечной очереди | 
P6 | 3821 | Позиция маркирована | Маркер #1910
P5 | 3821 | Позиция маркирована | Маркер #1910
Q6 | 3821 | Маркер уничтожен из конечной очереди | 
Q6 | 3822 | Позиция маркирована | Маркер #1910
P6 | 3822 | Маркер покинул позицию | Маркер #1910
P5 | 3822 | Маркер покинул позицию | Маркер #1910
Q2 | 3822 | Позиция маркирована | Маркер #1911
Q5 | 3822 | Позиция маркирована | Маркер #1911
Q6 | 3822 | Маркер уничтожен из конечной очереди | 
P6 | 3823 | Позиция маркирована | Маркер #1911
P5 | 3823 | Позиция маркирована | Маркер #1911
Q6 | 3823 | Маркер уничтожен из конечной очереди | 
Q6 | 3824 | Позиция маркирована | Маркер #1911
P6 | 3824 | Маркер покинул позицию | Маркер #1911
P5 | 3824 | Маркер покинул позицию | Маркер #1911
Q2 | 3824 | Позиция маркирована | Маркер #1912
Q5 | 3824 | Позиция маркирована | Маркер #1912
Q6 | 3824 | Маркер уничтожен из конечной очереди | 
P6 | 3825 | Позиция маркирована | Маркер #1912
P5 | 3825 | Позиция маркирована | Маркер #1912
Q6 | 3825 | Маркер уничтожен из конечной очереди | 
Q6 | 3826 | Позиция маркирована | Маркер #1912
P6 | 3826 | Маркер покинул позицию | Маркер #1912
P5 | 3826 | Маркер покинул позицию | Маркер #1912
Q2 | 3826 | Позиция маркирована | Маркер #1913
Q5 | 3826 | Позиция маркирована | Маркер #1913
Q6 | 3826 | Маркер уничтожен из конечной очереди | 
P6 | 3827 | Позиция маркирована | Маркер #1913
P5 | 3827 | Позиция маркирована | Маркер #1913
Q6 | 3827 | Маркер уничтожен из конечной очереди | 
Q6 | 3828 | Позиция маркирована | Маркер #1913
P6 | 3828 | Маркер покинул позицию | Маркер #1913
P5 | 3828 | Маркер покинул позицию | Маркер #1913
Q2 | 3828 | Позиция маркирована | Маркер #1914
Q5 | 3828 | Позиция маркирована | Маркер #1914
Q6 | 3828 | Маркер уничтожен из конечной очереди | 
